Code,Name,Country,Exchange,Currency,Type,Isin,ticker,name
SNC,Sandon Capital Investments Ltd,Australia,AU,AUD,Common Stock,AU000000SNC4,SNC,Sandon Capital Investments Ltd
SND,Saunders International Ltd,Australia,AU,AUD,Common Stock,AU000000SND2,SND,Saunders International Ltd
SNG,Siren Gold Ltd,Australia,AU,AUD,Common Stock,AU0000104069,SNG,Siren Gold Ltd
SNL,Supply Network Ltd,Australia,AU,AUD,Common Stock,AU000000SNL5,SNL,Supply Network Ltd
SNS,Sensen Networks Ltd,Australia,AU,AUD,Common Stock,AU000000SNS0,SNS,Sensen Networks Ltd
SNT,Syntara Ltd,Australia,AU,AUD,Common Stock,AU0000312480,SNT,Syntara Ltd
SNX,Sierra Nevada Gold Inc,Australia,AU,AUD,Common Stock,AU0000211872,SNX,Sierra Nevada Gold Inc
SNZ,Summerset Group Holdings Ltd,Australia,AU,AUD,Common Stock,NZSUME0001S0,SNZ,Summerset Group Holdings Ltd
SOC,Soco Corporation Ltd,Australia,AU,AUD,Common Stock,AU0000255747,SOC,Soco Corporation Ltd
SOL,Washington H Soul Pattinson & Company Ltd,Australia,AU,AUD,Common Stock,AU000000SOL3,SOL,Washington H Soul Pattinson & Company Ltd
SOM,Somnomed Ltd,Australia,AU,AUD,Common Stock,AU000000SOM1,SOM,Somnomed Ltd
SOP,Synertec Corporation Ltd,Australia,AU,AUD,Common Stock,BMG8651T1201,SOP,Synertec Corporation Ltd
SOR,Strategic Elements Ltd,Australia,AU,AUD,Common Stock,AU000000SOR0,SOR,Strategic Elements Ltd
SP3,Spectur Ltd,Australia,AU,AUD,Common Stock,AU000000SP35,SP3,Spectur Ltd
SP8,Streamplay Studio Ltd,Australia,AU,AUD,Common Stock,AU0000258816,SP8,Streamplay Studio Ltd
SPA,Spacetalk Ltd,Australia,AU,AUD,Common Stock,AU0000117285,SPA,Spacetalk Ltd
SPD,Southern Palladium Ltd,Australia,AU,AUD,Common Stock,AU0000220808,SPD,Southern Palladium Ltd
SPG,SPC Global Holdings Ltd,Australia,AU,AUD,ETF,,SPG,SPC Global Holdings Ltd
SPK,Spark New Zealand Ltd,Australia,AU,AUD,Common Stock,NZTELE0001S4,SPK,Spark New Zealand Ltd
SPL,Starpharma Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000SPL0,SPL,Starpharma Holdings Ltd
SPN,Sparc Technologies Ltd,Australia,AU,AUD,Common Stock,AU0000115750,SPN,Sparc Technologies Ltd
SPQ,Superior Resources Ltd,Australia,AU,AUD,Common Stock,AU000000SPQ9,SPQ,Superior Resources Ltd
SPX,Spenda Ltd,Australia,AU,AUD,Common Stock,AU0000207540,SPX,Spenda Ltd
SPY,SPDR S&P 500 ETF,Australia,AU,AUD,ETF,AU000000SPY3,SPY,SPDR S&P 500 ETF
SPZ,Smart Parking Ltd,Australia,AU,AUD,Common Stock,AU000000SPZ0,SPZ,Smart Parking Ltd
SQX,SQX Resources Ltd,Australia,AU,AUD,Common Stock,AU0000262008,SQX,SQX Resources Ltd
SRG,SRG Global Ltd,Australia,AU,AUD,Common Stock,AU0000032914,SRG,SRG Global Ltd
SRH,Saferoads Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000SRH4,SRH,Saferoads Holdings Ltd
SRI,Sipa Resources Ltd,Australia,AU,AUD,Common Stock,AU000000SRI2,SRI,Sipa Resources Ltd
SRJ,SRJ Technologies Group Plc,Australia,AU,AUD,Common Stock,AU0000100695,SRJ,SRJ Technologies Group Plc
SRK,Strike Resources Ltd,Australia,AU,AUD,Common Stock,AU000000SRK8,SRK,Strike Resources Ltd
SRL,Sunrise Energy Metals Ltd,Australia,AU,AUD,Common Stock,AU0000143729,SRL,Sunrise Energy Metals Ltd
SRN,Surefire Resources NL,Australia,AU,AUD,Common Stock,AU000000SRN2,SRN,Surefire Resources NL
SRR,Sarama Resources Ltd,Australia,AU,AUD,Common Stock,AU0000213449,SRR,Sarama Resources Ltd
SRV,Servcorp Ltd,Australia,AU,AUD,Common Stock,AU000000SRV5,SRV,Servcorp Ltd
SRY,Story-I Ltd,Australia,AU,AUD,Common Stock,AU000000SRY9,SRY,Story-I Ltd
SRZ,Stellar Resources Ltd,Australia,AU,AUD,Common Stock,AU000000SRZ6,SRZ,Stellar Resources Ltd
SS1,Sun Silver Ltd,Australia,AU,AUD,Common Stock,,SS1,Sun Silver Ltd
SSG,Shaver Shop Group Ltd,Australia,AU,AUD,Common Stock,AU000000SSG4,SSG,Shaver Shop Group Ltd
SSH,SSH Group Ltd,Australia,AU,AUD,Common Stock,AU0000168627,SSH,SSH Group Ltd
SSL,Sietel Ltd,Australia,AU,AUD,Common Stock,AU000000SSL4,SSL,Sietel Ltd
SSLPA,Sietel Ltd,Australia,AU,AUD,Common Stock,AU0000SSLPA0,SSLPA,Sietel Ltd
SSM,Service Stream Ltd,Australia,AU,AUD,Common Stock,AU000000SSM2,SSM,Service Stream Ltd
SSO,SPDR S&P/ASX Small Ordinaries ETF,Australia,AU,AUD,ETF,AU000000SSO8,SSO,SPDR S&P/ASX Small Ordinaries ETF
SST,Steamships Trading Company Ltd,Australia,AU,AUD,Common Stock,PG0008858709,SST,Steamships Trading Company Ltd
ST1,Spirit Technology Solutions Ltd,Australia,AU,AUD,Common Stock,AU000000ST15,ST1,Spirit Technology Solutions Ltd
STG,Straker Ltd,Australia,AU,AUD,Common Stock,AU0000026155,STG,Straker Ltd
STK,Strickland Metals Ltd,Australia,AU,AUD,Common Stock,AU0000100901,STK,Strickland Metals Ltd
STM,Sunstone Metals Ltd,Australia,AU,AUD,Common Stock,AU000000STM0,STM,Sunstone Metals Ltd
STN,Saturn Metals Ltd,Australia,AU,AUD,Common Stock,AU000000STN8,STN,Saturn Metals Ltd
STO,Santos Ltd,Australia,AU,AUD,Common Stock,AU000000STO6,STO,Santos Ltd
STP,Step One Clothing Ltd,Australia,AU,AUD,Common Stock,AU0000181174,STP,Step One Clothing Ltd
STW,SPDR S&P/ASX 200 ETF,Australia,AU,AUD,ETF,AU000000STW9,STW,SPDR S&P/ASX 200 ETF
STX,Strike Energy Ltd,Australia,AU,AUD,Common Stock,AU000000STX7,STX,Strike Energy Ltd
SUBD,Vaneck Australian Subordinated Debt ETF,Australia,AU,AUD,ETF,AU0000061186,SUBD,Vaneck Australian Subordinated Debt ETF
SUH,Southern Hemisphere Mining Ltd,Australia,AU,AUD,Common Stock,AU000000SUH8,SUH,Southern Hemisphere Mining Ltd
SUL,Super Retail Group Ltd,Australia,AU,AUD,Common Stock,AU000000SUL0,SUL,Super Retail Group Ltd
SUM,Summit Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000SUM8,SUM,Summit Minerals Ltd
SUN,Suncorp Group Ltd,Australia,AU,AUD,Common Stock,AU000000SUN6,SUN,Suncorp Group Ltd
SUNPH,Suncorp Group Ltd,Australia,AU,AUD,Common Stock,AU0000064594,SUNPH,Suncorp Group Ltd
SUNPI,Suncorp Group Ltd,Australia,AU,AUD,Common Stock,,SUNPI,Suncorp Group Ltd
SUNPJ,Suncorp Group Ltd,Australia,AU,AUD,Common Stock,AU0000329104,SUNPJ,Suncorp Group Ltd
SVG,Savannah Goldfields Ltd,Australia,AU,AUD,Common Stock,AU0000246704,SVG,Savannah Goldfields Ltd
SVL,Silver Mines Ltd,Australia,AU,AUD,Common Stock,AU000000SVL8,SVL,Silver Mines Ltd
SVM,Sovereign Metals Ltd,Australia,AU,AUD,Common Stock,AU000000SVM6,SVM,Sovereign Metals Ltd
SVNP,Savana US Small Caps Active ETF,Australia,AU,AUD,ETF,,SVNP,Savana US Small Caps Active ETF
SVR,Solvar Ltd,Australia,AU,AUD,Common Stock,AU0000258782,SVR,Solvar Ltd
SVY,Stavely Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000SVY1,SVY,Stavely Minerals Ltd
SW1,Swift Networks Group Ltd,Australia,AU,AUD,Common Stock,AU000000SW10,SW1,Swift Networks Group Ltd
SWM,Seven West Media Ltd,Australia,AU,AUD,Common Stock,AU000000SWM4,SWM,Seven West Media Ltd
SWP,Swoop Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000153736,SWP,Swoop Holdings Ltd
SWTZ,Switzer Dividend Growth Fund - Active ETF,Australia,AU,AUD,ETF,AU00000SWTZ1,SWTZ,Switzer Dividend Growth Fund - Active ETF
SX2,Southern Cross Gold Consolidated Ltd,Australia,AU,AUD,Common Stock,,SX2,Southern Cross Gold Consolidated Ltd
SXE,Southern Cross Electrical Engineering Ltd,Australia,AU,AUD,Common Stock,AU000000SXE9,SXE,Southern Cross Electrical Engineering Ltd
SXL,Southern Cross Media Group Ltd,Australia,AU,AUD,Common Stock,AU000000SXL4,SXL,Southern Cross Media Group Ltd
SYA,Sayona Mining Ltd,Australia,AU,AUD,Common Stock,AU000000SYA5,SYA,Sayona Mining Ltd
SYI,SPDR MSCI Australia Select High Dividend Yield ETF,Australia,AU,AUD,ETF,AU000000SYI8,SYI,SPDR MSCI Australia Select High Dividend Yield ETF
SYL,Symal Group Ltd,Australia,AU,AUD,Common Stock,,SYL,Symal Group Ltd
SYR,Syrah Resources Ltd,Australia,AU,AUD,Common Stock,AU000000SYR9,SYR,Syrah Resources Ltd
T3D,333D Ltd,Australia,AU,AUD,Common Stock,AU000000T3D6,T3D,333D Ltd
T88,Taiton Resources Ltd,Australia,AU,AUD,Common Stock,AU0000243750,T88,Taiton Resources Ltd
T92,Terra Uranium Ltd,Australia,AU,AUD,Common Stock,AU0000235004,T92,Terra Uranium Ltd
TAH,Tabcorp Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000TAH8,TAH,Tabcorp Holdings Ltd
TAL,Talius Group Ltd.,Australia,AU,AUD,Common Stock,AU0000281172,TAL,Talius Group Ltd.
TAM,Tanami Gold NL,Australia,AU,AUD,Common Stock,AU000000TAM8,TAM,Tanami Gold NL
TAR,Taruga Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000TAR7,TAR,Taruga Minerals Ltd
TAS,Tasman Resources Ltd,Australia,AU,AUD,Common Stock,AU000000TAS5,TAS,Tasman Resources Ltd
TAT,Tartana Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000R3D8,TAT,Tartana Minerals Ltd
TBIL,Vaneck 1-3 Month US Treasury Bond ETF,Australia,AU,AUD,ETF,AU0000275091,TBIL,Vaneck 1-3 Month US Treasury Bond ETF
TBN,Tamboran Resources Corporation,Australia,AU,AUD,Common Stock,AU0000154841,TBN,Tamboran Resources Corporation
TBR,Tribune Resources Ltd,Australia,AU,AUD,Common Stock,AU000000TBR5,TBR,Tribune Resources Ltd
TCF,360 Capital Mortgage REIT,Australia,AU,AUD,Common Stock,AU0000108771,TCF,360 Capital Mortgage REIT
TCG,Turaco Gold Ltd,Australia,AU,AUD,Common Stock,AU0000169039,TCG,Turaco Gold Ltd
TCL,Transurban Group,Australia,AU,AUD,Common Stock,AU000000TCL6,TCL,Transurban Group
TCO,Transmetro Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000TCO0,TCO,Transmetro Corporation Ltd
TD1,Tali Digital Ltd,Australia,AU,AUD,Common Stock,AU0000074221,TD1,Tali Digital Ltd
TDO,3D Energi Ltd,Australia,AU,AUD,Common Stock,AU000000TDO8,TDO,3D Energi Ltd
TEA,Tasmea Ltd,Australia,AU,AUD,Common Stock,,TEA,Tasmea Ltd
TECH,Global X Morningstar Global Technology ETF,Australia,AU,AUD,ETF,AU00000TECH1,TECH,Global X Morningstar Global Technology ETF
TEE,Top End Energy Ltd,Australia,AU,AUD,Common Stock,AU0000189300,TEE,Top End Energy Ltd
TEG,Triangle Energy (Global) Ltd,Australia,AU,AUD,Common Stock,AU000000TEG2,TEG,Triangle Energy (Global) Ltd
TEK,Thorney Technologies Ltd,Australia,AU,AUD,Common Stock,AU000000TEK4,TEK,Thorney Technologies Ltd
TEM,Tempest Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000103087,TEM,Tempest Minerals Ltd
TER,Terracom Ltd,Australia,AU,AUD,Common Stock,AU000000TER9,TER,Terracom Ltd
TFL,Tasfoods Ltd,Australia,AU,AUD,Common Stock,AU000000TFL9,TFL,Tasfoods Ltd
TG1,Techgen Metals Ltd,Australia,AU,AUD,Common Stock,AU0000137440,TG1,Techgen Metals Ltd
TG6,TG Metals Ltd,Australia,AU,AUD,Common Stock,AU0000217689,TG6,TG Metals Ltd
TGF,Tribeca Global Natural Resources Ltd,Australia,AU,AUD,Common Stock,AU0000023202,TGF,Tribeca Global Natural Resources Ltd
TGH,Terragen Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000062333,TGH,Terragen Holdings Ltd
TGM,Theta Gold Mines Ltd,Australia,AU,AUD,Common Stock,AU0000035701,TGM,Theta Gold Mines Ltd
TGN,Tungsten Mining NL,Australia,AU,AUD,Common Stock,AU000000TGN3,TGN,Tungsten Mining NL
TGP,360 Capital Group,Australia,AU,AUD,Common Stock,AU000000TGP8,TGP,360 Capital Group
THB,Thunderbird Resources Ltd,Australia,AU,AUD,Common Stock,AU000000VAL6,THB,Thunderbird Resources Ltd
THL,Tourism Holdings Rentals Ltd,Australia,AU,AUD,Common Stock,NZHELE0001S9,THL,Tourism Holdings Rentals Ltd
THR,Thor Energy Plc,Australia,AU,AUD,Common Stock,AU000000THR2,THR,Thor Energy Plc
TI1,Tombador Iron Ltd,Australia,AU,AUD,Common Stock,AU0000107211,TI1,Tombador Iron Ltd
TIA,Tian An Australia Ltd,Australia,AU,AUD,Common Stock,AU000000TIA6,TIA,Tian An Australia Ltd
TIG,Tigers Realm Coal Ltd,Australia,AU,AUD,Common Stock,AU000000TIG3,TIG,Tigers Realm Coal Ltd
TIP,Teaminvest Private Group Ltd,Australia,AU,AUD,Common Stock,AU0000041717,TIP,Teaminvest Private Group Ltd
TKL,Traka Resources Ltd,Australia,AU,AUD,Common Stock,AU000000TKL9,TKL,Traka Resources Ltd
TKM,Trek Metals Ltd,Australia,AU,AUD,Common Stock,AU000000TKM7,TKM,Trek Metals Ltd
TLC,The Lottery Corporation Ltd,Australia,AU,AUD,Common Stock,AU0000219529,TLC,The Lottery Corporation Ltd
TLG,Talga Group Ltd,Australia,AU,AUD,Common Stock,AU000000TLG7,TLG,Talga Group Ltd
TLM,Talisman Mining Ltd,Australia,AU,AUD,Common Stock,AU000000TLM5,TLM,Talisman Mining Ltd
TLS,Telstra Group Ltd,Australia,AU,AUD,Common Stock,AU000000TLS2,TLS,Telstra Group Ltd
TLX,TELIX Pharmaceuticals Ltd,Australia,AU,AUD,Common Stock,AU000000TLX2,TLX,TELIX Pharmaceuticals Ltd
TM1,Terra Metals Ltd,Australia,AU,AUD,Common Stock,AU0000220865,TM1,Terra Metals Ltd
TMB,Tambourah Metals Ltd,Australia,AU,AUD,Common Stock,AU0000161879,TMB,Tambourah Metals Ltd
TMG,Trigg Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000046021,TMG,Trigg Minerals Ltd
TMK,TMK Energy Ltd,Australia,AU,AUD,Common Stock,AU000000TMK7,TMK,TMK Energy Ltd
TML,Timah Resources Ltd,Australia,AU,AUD,Common Stock,AU000000TML5,TML,Timah Resources Ltd
TMS,Tennant Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000142945,TMS,Tennant Minerals Ltd
TMX,Terrain Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000TMX0,TMX,Terrain Minerals Ltd
TNC,True North Copper Ltd,Australia,AU,AUD,Common Stock,AU0000107674,TNC,True North Copper Ltd
TNE,Technology One Ltd,Australia,AU,AUD,Common Stock,AU000000TNE8,TNE,Technology One Ltd
TNY,Tinybeans Group Ltd,Australia,AU,AUD,Common Stock,AU000000TNY6,TNY,Tinybeans Group Ltd
TOE,Toro Energy Ltd,Australia,AU,AUD,Common Stock,AU000000TOE6,TOE,Toro Energy Ltd
TOK,Tolu Minerals Ltd,Australia,AU,AUD,Common Stock,,TOK,Tolu Minerals Ltd
TON,Triton Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000TON7,TON,Triton Minerals Ltd
TOP,Thorney Opportunities Ltd,Australia,AU,AUD,Common Stock,AU000000TOP2,TOP,Thorney Opportunities Ltd
TOR,Torque Metals Ltd,Australia,AU,AUD,Common Stock,AU0000147266,TOR,Torque Metals Ltd
TOT,360 Capital REIT,Australia,AU,AUD,Common Stock,AU000000TOT4,TOT,360 Capital REIT
TOU,Tlou Energy Ltd,Australia,AU,AUD,Common Stock,AU000000TOU2,TOU,Tlou Energy Ltd
TOY,Toys R US ANZ Ltd,Australia,AU,AUD,Common Stock,AU0000160301,TOY,Toys R US ANZ Ltd
TPC,TPC Consolidated Ltd,Australia,AU,AUD,Common Stock,AU000000TPC7,TPC,TPC Consolidated Ltd
TPG,TPG Telecom Ltd,Australia,AU,AUD,Common Stock,AU0000090128,TPG,TPG Telecom Ltd
TPW,Temple & Webster Group Ltd,Australia,AU,AUD,Common Stock,AU000000TPW5,TPW,Temple & Webster Group Ltd
TR2,Tali Resources Ltd,Australia,AU,AUD,Common Stock,AU0000402265,TR2,Tali Resources Ltd
TRA,Turners Automotive Group Ltd,Australia,AU,AUD,Common Stock,NZVNLE0001S1,TRA,Turners Automotive Group Ltd
TRE,Toubani Resources Ltd,Australia,AU,AUD,Common Stock,AU0000241416,TRE,Toubani Resources Ltd
TRI,Trivarx Ltd,Australia,AU,AUD,Common Stock,AU000000MEB8,TRI,Trivarx Ltd
TRJ,Trajan Group Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000150526,TRJ,Trajan Group Holdings Ltd
TRM,Truscott Mining Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000TRM2,TRM,Truscott Mining Corporation Ltd
TRP,Tissue Repair Ltd,Australia,AU,AUD,Common Stock,AU0000180887,TRP,Tissue Repair Ltd
TRU,Truscreen Group Ltd,Australia,AU,AUD,Common Stock,NZTRUE0001S7,TRU,Truscreen Group Ltd
TSI,Top Shelf International Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000118887,TSI,Top Shelf International Holdings Ltd
TSL,Titanium Sands Ltd,Australia,AU,AUD,Common Stock,AU000000TSL2,TSL,Titanium Sands Ltd
TSO,Tesoro Gold Ltd,Australia,AU,AUD,Common Stock,AU0000077208,TSO,Tesoro Gold Ltd
TTI,Traffic Technologies Ltd,Australia,AU,AUD,Common Stock,AU000000TTI6,TTI,Traffic Technologies Ltd
TTM,Titan Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000TTM8,TTM,Titan Minerals Ltd
TTT,Titomic Ltd,Australia,AU,AUD,Common Stock,AU000000TTT3,TTT,Titomic Ltd
TTX,Tetratherix Ltd,Australia,AU,AUD,Common Stock,AU0000400574,TTX,Tetratherix Ltd
TUA,Tuas Ltd,Australia,AU,AUD,Common Stock,AU0000089724,TUA,Tuas Ltd
TVL,Touch Ventures Ltd,Australia,AU,AUD,Common Stock,AU0000175424,TVL,Touch Ventures Ltd
TVN,Tivan Ltd,Australia,AU,AUD,Common Stock,AU0000265217,TVN,Tivan Ltd
TWD,Tamawood Ltd,Australia,AU,AUD,Common Stock,AU000000TWD1,TWD,Tamawood Ltd
TWE,Treasury Wine Estates Ltd,Australia,AU,AUD,Common Stock,AU000000TWE9,TWE,Treasury Wine Estates Ltd
TWR,Tower Ltd,Australia,AU,AUD,Common Stock,NZTWRE0011S2,TWR,Tower Ltd
TX3,Trinex Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000308959,TX3,Trinex Minerals Ltd
TX3DA,Ordinary Fully Paid Deferred Settlement,Australia,AU,AUD,Common Stock,AU0000397580,TX3DA,Ordinary Fully Paid Deferred Settlement
TYP,Tryptamine Therapeutics Ltd,Australia,AU,AUD,Common Stock,,TYP,Tryptamine Therapeutics Ltd
TYR,Tyro Payments Ltd,Australia,AU,AUD,Common Stock,AU0000066508,TYR,Tyro Payments Ltd
TYX,Tyranna Resources Ltd,Australia,AU,AUD,Common Stock,AU000000TYX5,TYX,Tyranna Resources Ltd
TZL,TZ Ltd,Australia,AU,AUD,Common Stock,AU000000TZL7,TZL,TZ Ltd
TZN,Terramin Australia Ltd,Australia,AU,AUD,Common Stock,AU000000TZN3,TZN,Terramin Australia Ltd
U100,Global X US 100 ETF,Australia,AU,AUD,ETF,,U100,Global X US 100 ETF
UBI,Universal Biosensors Inc,Australia,AU,AUD,Common Stock,AU000000UBI2,UBI,Universal Biosensors Inc
UBN,Urbanise.com Ltd,Australia,AU,AUD,Common Stock,AU000000UBN2,UBN,Urbanise.com Ltd
UCM,Uscom Ltd,Australia,AU,AUD,Common Stock,AU000000UCM2,UCM,Uscom Ltd
ULTB,Ishares 20+ Year U.S. Treasury Bond (Hedged) ETF,Australia,AU,AUD,ETF,,ULTB,Ishares 20+ Year U.S. Treasury Bond (Hedged) ETF
UMAX,Betashares S&P 500 Yield Maximiser Complex ETF,Australia,AU,AUD,ETF,AU00000UMAX3,UMAX,Betashares S&P 500 Yield Maximiser Complex ETF
UNI,Universal Store Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000113565,UNI,Universal Store Holdings Ltd
UNT,Unith Ltd,Australia,AU,AUD,Common Stock,AU0000256646,UNT,Unith Ltd
UOS,United Overseas Australia Ltd,Australia,AU,AUD,Common Stock,AU000000UOS4,UOS,United Overseas Australia Ltd
URF,US Masters Residential Property Fund,Australia,AU,AUD,Common Stock,AU000000URF4,URF,US Masters Residential Property Fund
URNM,Betashares Global Uranium ETF,Australia,AU,AUD,ETF,AU0000220204,URNM,Betashares Global Uranium ETF
URW,Unibail-Rodamco-Westfield,Australia,AU,AUD,Common Stock,AU0000009771,URW,Unibail-Rodamco-Westfield
US10,Betashares US Treasury Bond 7-10YR CH ETF,Australia,AU,AUD,ETF,AU0000292849,US10,Betashares US Treasury Bond 7-10YR CH ETF
USD,Betashares U.S. Dollar ETF,Australia,AU,AUD,ETF,AU000000USD7,USD,Betashares U.S. Dollar ETF
USHY,Global X Usd High Yield Bond (Currency Hedged) ETF,Australia,AU,AUD,ETF,AU0000227696,USHY,Global X Usd High Yield Bond (Currency Hedged) ETF
USIG,Global X Usd Corporate Bond (Currency Hedged) ETF,Australia,AU,AUD,ETF,AU0000264269,USIG,Global X Usd Corporate Bond (Currency Hedged) ETF
USL,Unico Silver Ltd,Australia,AU,AUD,Common Stock,AU0000269821,USL,Unico Silver Ltd
USTB,Global X US Treasury Bond (Currency Hedged) ETF,Australia,AU,AUD,ETF,AU0000227712,USTB,Global X US Treasury Bond (Currency Hedged) ETF
UTIP,Betashares Inflation Protected US TRSY Bond CH ETF,Australia,AU,AUD,ETF,AU0000292831,UTIP,Betashares Inflation Protected US TRSY Bond CH ETF
UVA,Uvre Ltd,Australia,AU,AUD,Common Stock,AU0000219347,UVA,Uvre Ltd
UWC,Underwood Capital Ltd,Australia,AU,AUD,ETF,,UWC,Underwood Capital Ltd
UYLD,Global X S&P 500 Covered Call Complex ETF,Australia,AU,AUD,ETF,AU0000251860,UYLD,Global X S&P 500 Covered Call Complex ETF
VACF,Vanguard Australian Corp Fixed Interest INDEX ETF,Australia,AU,AUD,ETF,AU00000VACF9,VACF,Vanguard Australian Corp Fixed Interest INDEX ETF
VAE,Vanguard Ftse Asia Ex Japan Shares INDEX ETF,Australia,AU,AUD,ETF,AU000000VAE1,VAE,Vanguard Ftse Asia Ex Japan Shares INDEX ETF
VAF,Vanguard Australian Fixed Interest INDEX ETF,Australia,AU,AUD,ETF,AU000000VAF8,VAF,Vanguard Australian Fixed Interest INDEX ETF
VAP,Vanguard Australian Property Securities INDEX ETF,Australia,AU,AUD,ETF,AU000000VAP7,VAP,Vanguard Australian Property Securities INDEX ETF
VAR,Variscan Mines Ltd,Australia,AU,AUD,Common Stock,AU000000VAR3,VAR,Variscan Mines Ltd
VAS,Vanguard Australian Shares INDEX ETF,Australia,AU,AUD,ETF,AU000000VAS1,VAS,Vanguard Australian Shares INDEX ETF
VAU,Vault Minerals Ltd,Australia,AU,AUD,Common Stock,,VAU,Vault Minerals Ltd
VBC,Verbrec Ltd,Australia,AU,AUD,Common Stock,AU0000125577,VBC,Verbrec Ltd
VBLD,Vanguard Global Infrastructure INDEX ETF,Australia,AU,AUD,ETF,AU0000026163,VBLD,Vanguard Global Infrastructure INDEX ETF
VBND,Vanguard Global Aggregate Bond INDEX (Hedged) ETF,Australia,AU,AUD,ETF,AU00000VBND9,VBND,Vanguard Global Aggregate Bond INDEX (Hedged) ETF
VBS,Vectus Biosystems Ltd,Australia,AU,AUD,Common Stock,AU000000VBS9,VBS,Vectus Biosystems Ltd
VBTC,Vaneck Bitcoin ETF,Australia,AU,AUD,ETF,,VBTC,Vaneck Bitcoin ETF
VBX,VBX Ltd,Australia,AU,AUD,Common Stock,AU0000395808,VBX,VBX Ltd
VCF,Vanguard International Credit Securities INDEX (Hedged) ETF,Australia,AU,AUD,ETF,AU000000VCF4,VCF,Vanguard International Credit Securities INDEX (Hedged) ETF
VCX,Vicinity Centres,Australia,AU,AUD,Common Stock,AU000000VCX7,VCX,Vicinity Centres
VDAL,Vanguard Diversified All Growth INDEX ETF,Australia,AU,AUD,ETF,,VDAL,Vanguard Diversified All Growth INDEX ETF
VDBA,Vanguard Diversified Balanced INDEX ETF,Australia,AU,AUD,ETF,AU00000VDBA6,VDBA,Vanguard Diversified Balanced INDEX ETF
VDCO,Vanguard Diversified Conservative INDEX ETF,Australia,AU,AUD,ETF,AU00000VDCO5,VDCO,Vanguard Diversified Conservative INDEX ETF
VDGR,Vanguard Diversified Growth INDEX ETF,Australia,AU,AUD,ETF,AU00000VDGR9,VDGR,Vanguard Diversified Growth INDEX ETF
VDHG,Vanguard Diversified High Growth INDEX ETF,Australia,AU,AUD,ETF,AU00000VDHG0,VDHG,Vanguard Diversified High Growth INDEX ETF
VDIF,Vanguard Diversified Income ETF,Australia,AU,AUD,ETF,,VDIF,Vanguard Diversified Income ETF
VEA,Viva Energy Group Ltd,Australia,AU,AUD,Common Stock,AU0000016875,VEA,Viva Energy Group Ltd
VEE,Veem Ltd,Australia,AU,AUD,Common Stock,AU000000VEE3,VEE,Veem Ltd
VEFI,Vanguard Ethically Conscious GLB Agg Bond INDEX (Hedged) ETF,Australia,AU,AUD,ETF,AU0000022501,VEFI,Vanguard Ethically Conscious GLB Agg Bond INDEX (Hedged) ETF
VEN,Vintage Energy Ltd,Australia,AU,AUD,Common Stock,AU0000020885,VEN,Vintage Energy Ltd
VEQ,Vanguard Ftse Europe Shares ETF,Australia,AU,AUD,ETF,AU000000VEQ7,VEQ,Vanguard Ftse Europe Shares ETF
VESG,Vanguard Ethically Conscious International Shares INDEX ETF,Australia,AU,AUD,ETF,AU0000022485,VESG,Vanguard Ethically Conscious International Shares INDEX ETF
VETH,Vanguard Ethically Conscious Australian Shares ETF,Australia,AU,AUD,ETF,AU0000103533,VETH,Vanguard Ethically Conscious Australian Shares ETF
VEU,Vanguard All-World Ex-US Shares INDEX ETF,Australia,AU,AUD,ETF,AU000000VEU9,VEU,Vanguard All-World Ex-US Shares INDEX ETF
VFX,Visionflex Group Ltd,Australia,AU,AUD,Common Stock,,VFX,Visionflex Group Ltd
VFY,Vitrafy Life Sciences Ltd,Australia,AU,AUD,ETF,,VFY,Vitrafy Life Sciences Ltd
VG1,Vgi Partners Global Investments Ltd,Australia,AU,AUD,Common Stock,AU000000VG15,VG1,Vgi Partners Global Investments Ltd
VGAD,Vanguard MSCI INDEX International Shares (Hedged) ETF,Australia,AU,AUD,ETF,AU00000VGAD5,VGAD,Vanguard MSCI INDEX International Shares (Hedged) ETF
